Artist,PlayCount,
Tame Impala,28
Devendra Banhart,54
The Goops,3
She & Him,126
Hospitality,4
Captain Beefheart,2
Leon Russell,3
Flogging Molly,12
Lee Moses,3
Jinx Lennon,7
Crystal Castles & Robert Smith,4
blues brothers feat cab calloway,1
Department of Eagles,2
Focus,4
Sly Stone,1
Cut Chemist,358
Skull Snaps,1
The Fall,99
Jeff Buckley,143
DJ Danger Mouse,10
The Wombats,11
Dish Pit,1
Badly Drawn Boy,12
Billie Holiday,12
Dropkick Murphys,24
Snow,2
Bahamas,1
Maximo Park,1
Levi Jackson,1
Quruli,1
Sorry,4
The Winstons,1
Kitten Forever,3
Kendrick Lamar,18
The Hold Steady,8
Helen Love,1
Ty Segall,1
The Dramatics,1
The The,109
Nina Simone,32
Jello Biafra & Mojo Nixon,5
Bad Religion,16
Wild Promises,1
Skrillex,2
Jim Carrey,24
Wolf Alice,6
NO ZU,1
Syl Johnson,5
Death Cab for Cutie,14
Demetri Martin,35
Teen Heroes,3
Siriusmo,5
Wolfman And Pete Doherty,1
Bill Bailey,15
Algiers,2
¡Forward Russia!,2
Forward Russia!,22
Milo Greene,1
Henry Mancini,3
Donovan,4
The Vandals,10
Soulwax feat. Nancy Whang,2
Frank Black Francis,19
Little Willie John,3
Kormac,47
AC/DC,52
Rufus,1
Rammstein,8
Brother Dege (AKA Dege Legg),3
Bill Withers,20
Philipp Poisel,1
Erin McGathy Feral Audio,9
Debs,1
Phoebe Bridgers,16
Douglas Adams,26
Nilüfer Yanya,1
Ariel Pink,5
Jackie Lee,3
Gary Numan,3
NeonBlonde,1
Duke Dumont,1
Joe Rogan,1
Eyes Adrift,2
Junior Kimbrough,1
28 Days,1
B.B. King,13
Nao,2
Mannequin Pussy,2
Childish Gambino,199
Bush,18
The Bugle,56
The Blues Brothers,48
Hop Along,1
The Pointer Sisters,1
Scandal with Patty Smyth,5
Phish,6
Richard Herring,4
Les Claypool's Duo De Twang,24
The Shitz,12
Carla Thomas,2
Neutral Milk Hotel,117
Bootsy's Rubber Band,5
Dananananaykroyd,1
Broncho,2
Benoit & Sergio,6
Jimmy Smith,1
Djose Elenko,1
The Apollas,1
Natalia Kills,1
Home,1
Nightmares on Wax,15
Hank Green,6
Brazilian Girls,1
Eddie Kendricks,4
A Silver Mt. Zion,1
Bonobo,2
Rosie Carney,1
Jerry Lee Lewis,1
Dynamic Tints & Pieces Of Peace,3
Shirley Bassey,3
Emily Kinney,5
Twin Peaks,2
Pretty Lights,1
Run the Jewels,103
Joe Cocker,18
John Maus,1
Kylie Minogue,3
The Lonely Island,166
Ace Frehley,1
Ultimate Painting,1
OK Go,78
RUN-DMC,1
Yellowman,13
Nymano,1
Grinderman,22
Moon City Boys,1
Julio Bashmore,1
Editors,42
The Special AKA,6
Haddaway,8
Nouvelle Vague,2
Beat Happening,3
BOB MARLEY & KRAYZIE BONE,1
Chance the Rapper,2
N.W.A.,14
Martha Wainwright,2
Ought,1
Vitalic,59
Wynton Marsalis,1
Geraldine Hunt feat. Freddie James & Rosalind aka Cheri,1
Roy Redmond,1
Juan Maclean,15
The Sound Stylistics,1
Barry White,8
Mercury Rev,5
They Might Be Giants,87
Holy Fuck,101
Commonplace Books,43
Donny Benét,1
Dee Edwards,1
Suuns,1
James,2
Athlete,1
Too Much Joy,1
Peter Gabriel,6
Digitalism,74
Emily Haines & The Soft Skeleton,12
Carl Cox,1
Lyla Foy,1
JAFARIS,1
World Party,1
The Ronettes,1
Ezra Furman & The Harpoons,3
Heart,2
Jamie xx,6
T.V. On The Radio,48
The Rolling Stones,214
Brian LeBarton,3
The Zombies,8
Scotty,1
Babyshambles,108
Sugarcubes,1
Mr. Oizo,6
Lorde,1
Marina and the Diamonds,8
The Japanese Popstars,140
Prince,28
Tomoko Aran,1
Mina,1
METZ,1
Mic Christopher,2
Hundred Reasons,41
DJ Raff,6
Lyn Collins,2
Martha Reeves & The Vandellas,7
The Waterboys,7
Cowpers,3
Frank Black & The Catholics,53
The Orb,3
Big Black,2
Dave,9
Squirtgun,4
Shalamar,1
blink-182,90
Jim Gaffigan,9
Hatchie,1
Dakar & Grinser,1
SertOne,1
Rodrigo y Gabriela,9
Mitch Hedberg's Passing,2
Best Coast,8
Magic Dirt,1
Tom Jones,2
Mr. Comicstore,2
The Revs,4
Soulwax (2 Many DJ's),3
Justice vs. Simian,17
JAPANESE POPSTARS The,17
The Kooks,33
Echobelly,1
The Soul Investigators,3
Peaches,44
Ugly Duckling,2
Birdy,2
Gwenno,4
The Emotions,3
Folk Implosion,1
Gomez,10
The Mighty Mighty Bosstones,32
Daft Punk,400
Blacks,1
Boris Dlugosch,1
Todd Rundgren,1
Mark Ronson,2
CDM Project,1
Jack Jones,1
Charlotte Church,1
Martha,2
Dead Man's Bones,4
Françoise Hardy,1
Jurassic 5,5
yawn,1
The New York Dolls,1
Ratatat,4
Guillemots,1
Fuck Buttons,13
Keaton Henson,8
Giant Drag,1
The Fatima Mansions,18
The Drums,12
Calexico,3
Harry Nilsson,4
Whipping Boy,6
Apathy,1
GMD,1
The Velvet Underground & Nico,8
Flight of the Conchords,136
The xx,13
The Style Council,1
MO'SOME TONEBENDER,6
Karate,57
Thrush Hermit,5
Mos Def,6
Les Savy Fav,2
Radio 4,1
The HiFly Orchestra,1
The Centurians,1
The Cars,2
A Perfect Circle,77
Tangerine Dream,2
Jimi Hendrix,65
Plumtree,37
Electronic,1
Helen Humes and Her Orchestra,1
Cream,35
Kele,63
The Comet Is Coming,2
Daniel Avery,4
Burt Bacharach,1
Local Natives,17
The Housemartins,1
Chemise,1
The Beths,1
Weston,1
Baxter Dury,1
The Doors,475
Jeffrey Lewis,1
Gil Scott-Heron & Jamie xx,8
Calvin Harris,44
Fatboy Slim,20
Darkside,3
Robbie Williams,3
Broken Social Scene Presents: Brendan Canning,26
Tom Petty and The Heartbreakers,3
The Tossers,1
Low Cut Connie,39
The Gun Club,2
The Cribs,1
ESG,7
Josh Abrahams,3
The War on Drugs,32
Bobby Womack,29
Ryan Paris,3
Henry Jamison,2
Jimi Hendrix and Jim Morrison,2
The Statler Brothers,1
Lykke Li,27
Chuck Berry,23
Madness,87
Emmylou Harris,1
Reggie Watts,39
The Pains of Being Pure at Heart,3
Maverick Sabre,1
Jack Garratt,1
Run-D.M.C.,3
Empire,88
Shiny Toy Guns,1
James Conwell,4
Modeselektor & Busdriver,2
Tindersticks,10
Brand New,1
Musical Youth,1
Sam Prekop,1
Indians,2
Tiga,16
Sam & Dave,33
black midi,2
Cave Comedy Radio,1
Len,3
Erasmus,1
Kamaal Williams,2
Roxy Music,5
Brian Wilson,24
Miles Davis + Thelonius Monk,1
Studio 99,1
Tourist,3
Dominique Young Unique,1
The Psychedelic Furs,51
Sam Cooke,4
Ariel Pink's Haunted Graffiti,1
Broadcast,1
Hot Water Music,1
Millencolin,3
Blue Öyster Cult,4
Bedouine,4
Livin' Joy,1
Operation Ivy,5
The Prodigy,69
The Doobie Brothers,3
The Tornadoes,3
Die Toten Hosen,1
Erykah Badu,1
Sven Libaek Orchestra,2
Townes Van Zandt,3
Imelda May,8
DJ Krush,1
Jerry Vale,1
Nuyorican Soul,1
Family of the Year,1
Irma Thomas,1
Bill Hicks,99
Nicky Wire,9
Modeselektor & Thom Yorke,1
Feeder,65
Donnie & Joe Emerson,1
50 Foot Wave,1
Rubber Band,18
Groove Armada,2
The Darkness,1
Say Lou Lou,1
JayKae,1
Thundering Asteroids!,1
Nick Cave and the Bad Seeds,46
Benga,20
Super Furry Animals,790
Bloc Party,139
Ray Barretto,3
House of Pain,1
Hercules & Love Affair,5
Darwin Deez,1
Antony and the Johnsons,1
Empirion,1
Solange,2
Saul Williams,3
Happy Mondays,76
惑星,1
Powpig,1
Black Oak Arkansas,3
Iron & Wine,22
Lemon Jelly,32
earwolf,7
Hurts,1
Syd Barrett,12
Johney Cash,1
Avi Buffalo,1
Violent Femmes,31
Cults,1
Bobby Blue Bland,1
Age,1
Teleman,1
New Found Glory,7
Big Thief,8
Redbone,2
John Grant,37
The B-52's,30
Michael Jackson,2
Beachwood Sparks,3
Jimmy Holiday,3
Wilson Simonal,1
Baby Huey & The Baby Sitters,15
Vitamin String Quartet,4
Lizzo,27
Raekwon,1
Vernon Garrett,3
Travis,3
Family Guy,20
Banner Pilot,4
I Am Kloot,3
De La Soul,20
Andrew Strong,1
Field Music,2
Mick Jenkins,1
Justice,179
JARV IS...,1
Fat White Family,4
Christian Finnegan,1
Rimon,1
David McCallum,2
Roy Ayers,2
Richard Hell and the Voidoids,1
Graveyard,1
Mahalia Jackson,1
The Mars Volta,167
No Such Thing As A Fish,1
Bob Newhart,2
Ben Harper & The Innocent Criminals,1
Judy Freeman,1
The Good the Bad & the Queen,5
The Pyschedelic Furs,9
John Phillips,1
Valerie June,1
Melvins,10
O Emperor,23
Jackson 5,3
Half Moon Run,3
OutKast with B-Real,1
Roland McBeth,1
Eve,1
Foo Fighters,36
Jimmy Cliff,1
Soulwax,324
Iron Chic,1
Iggy Azalea,12
XTC,4
Los Fabulosos Cadillacs,1
Interpol,118
Snarky Puppy,1
Thom Yorke,33
The Traveling Wilburys,4
The Roots,25
Black Francis,92
PC Munoz,1
kean kavanagh,2
S.O.U.L.,3
Flo Morrissey and Matthew E. White,1
Gorillaz,19
Ralph Graham,1
The Runaways,21
Nina Nesbitt,1
Gladys Knight & The Pips,2
Goldie Lookin' Chain,102
Diana Ross & The Supremes,1
Bob Seger,2
Courtney Barnett,64
Kele Okereke,1
Meat Loaf,1
Tanlines,1
Leon Bridges,6
Bomb the Music Industry!,2
Jeff Beck,1
Sir Joe Quarterman & Free Soul,2
Glück Das Mir Verblieb,1
Biffy Clyro,48
Big Boi,2
The Royal They,4
Joanie Sommers,1
Santigold,12
Oasis,132
The Dells,64
Calvin Harris vs Neosupervital,2
Frank Zappa & The Mothers Of I,1
Björk,55
Primus,66
Roberta Flack,1
Ozric Tentacles,1
Korn & Vanilla Ice,2
Gordon Lightfoot,9
French Horn Rebellion,1
Leonard Cohen,78
indieshuffle.com,1
Elisa Toffoli,1
Anti-Nowhere League,1
Akron/Family,1
Saundra Edwards,1
Cake,81
Cliff Nobles,1
John Coltrane,65
The Streets,42
Tom Odell,2
Black Sabbath,25
The Monks,1
Ralph Stanley,1
stellastarr*,2
It's Immaterial,1
Kool & The Gang,31
Sinead O'Connor,1
Eric B. & Rakim,2
Chief Keef,1
Bruce Springsteen & The E Street Band,1
The Mighty Imperials,4
King Floyd,1
Bill Callahan,1
Rick Ross,2
Coconut Records,2
Josh Ritter,2
The Offspring,74
Shit Robot,26
The Aliens,53
Damien Rice,33
Steve Martin,13
Alley Life,1
Tom Waits,26
Kiasmos,1
Whitney,7
Electric Light Orchestra,21
Thurston Moore,110
The Juan Maclean,49
Santogold,6
Electric Guest,1
Everlast,1
Kruder & Dorfmeister,1
Conor Oberst,10
DJ Shadow,287
Eddie Murphy,3
Bob Dylan,144
The Stunning,13
The Wailers,4
Buke & Gase,1
Cheryl Lynn,1
Etta James,5
Robert Johnson,3
Neneh Cherry,3
Explosions in the Sky,15
Tito Puente,3
Ballin' Jack,1
God Is An Astronaut,21
Charlotte Gainsbourg,9
Kopecky Family Band,1
Azealia Banks,41
Edoardo Vianello,1
September Girls,6
Au Pairs,1
The Butchies,1
Architecture in Helsinki,212
Arctic Monkeys,485
Marilyn Manson,12
Desire,1
Broken Social Scene,225
Freaks,1
The Link Quartet,3
The Vaselines,9
Technohead,2
Luke Kelly,13
Live,4
Cut Copy,177
M People,1
Vangelis,5
Grover Washington Jr.,1
Lords of Acid,1
Rob Base,5
Daughters,1
[spunge],1
Le Tigre,33
Horace Andy,1
The Haggis Horns,2
John Williams,1
Villagers,90
Bobby Darin,4
Speedy Ortiz,6
Sam Amidon,1
Sex Bob-Omb,20
Tyondai Braxton,5
Ram Jam,2
Seafood,3
Conte,11
The Dresden Dolls,1
George Baker Selection,4
Godspeed You! Black Emperor,6
Ian McCulloch,9
Propagandhi,1
The Afghan Whigs,3
Grouplove,1
The Producers,3
The Mad Capsule Markets,2
Kavinsky,3
Meredith Monk,2
Marcus Foster,1
Sham 69,1
Johnny Cash/June Carter Cash,2
Nick Waterhouse,1
Billie Eilish,14
Blink,31
The Jesus and Mary Chain,30
Beach House,9
Simian,9
Kings of Convenience,39
Plastico,1
Diggin' Dirt,1
Suicide,2
Ken Boothe,1
Saint Etienne,1
Guided by Voices,547
Betty Wright,1
Delroy Wilson,2
Braids,1
Blue Swede,1
EMF,2
Yak,1
Vulpes,2
Twin Shadow,1
Cardi B,1
Diplomats of Solid Sound,2
The Chemical Brothers,181
William Bell,4
Hozier,75
Pulp Fiction,2
Errors,2
Hüsker Dü,15
Har Mar Superstar,1
Grace Helbig and Jack Ferry,1
dredg,1
Pretenders,2
The Innocent Bystanders,1
Boys Noize & Erol Alkan,1
Elton John,16
David Byrne & St. Vincent,36
George Clinton Featuring Erick Sermon MC Breed,1
Alphawezen,1
All Tvvins,2
CHVRCHES,6
Alice Clark,2
Snoh Aalegra,1
ChannelFlip.com,18
Eminem,2
Devo,2
Richie Havens,1
Pissed Jeans,2
Blink 182,87
Brainiac,5
Michael Kiwanuka,1
Salt-N-Pepa,3
Snoop Dogg,8
Tunabunny,1
Nils Frahm,1
Le Volume Courbe,2
Love,4
Bill Wells,1
Eugene Mirman,14
The Specials,256
The Other Ones,1
David Kitt,1
Idles,13
Alien Ant Farm,1
Sam Brookes,1
Duke Special,14
The Ting Tings,35
Saint Sister,5
Elastica,18
St. Vincent,180
Goldie Lookin Chain,2
The Ad Libs,1
The Antlers,1
SpongeBob Patrick & The Monsters,1
Alice Cooper,13
Johnny Williams,3
The Brothers Johnson,22
The Mountain Goats,11
Shola Ama,1
Prymary Colours,1
alt-J,7
The Lovin' Spoonful,6
Dexter Gordon,1
FKA twigs,18
Marie Knight,2
The Isley Brothers,12
Alex Party,1
The 1900s,12
Joe Bonamassa,2
Dee Dee Warwick,3
Dirty Pretty Things,20
Rain Machine,1
Sharon Van Etten,24
Noel Gallagher's High Flying Birds,3
Hunters & Collectors,2
X-Ray Spex,3
Max Romeo,3
Pavement,911
LCD Soundsystem,1420
Got A Girl,1
Julian Casablancas,1
The Carstairs,1
Shopping,4
Keane,1
Junior Byles & Lee Perry,1
Beak>,1
Trust,1
Cotton Jones,1
The Bags,1
The Radio Dept.,1
Aaron Neville,2
Basement Jaxx; Lake & Palmer Emerson,1
Erol Alkan & Boys Noize,1
Average White Band,6
The Glands,1
mclusky,411
Adriano Celentano,1
Tyrone Davis,2
18 Carat Affair,1
Purity Ring,11
Working For A Nuclear Free City,9
65daysofstatic,107
Nicki Minaj,2
Carly Rae Jepsen,1
Hilary Woods,4
Kevin Smith Scott Mosier,9
Charles Douglas,1
Chris & Jason,1
Dave Brubeck,3
InMe,3
Lee Fields,3
ScHoolboy Q,4
Janelle Monáe,151
George Harrison,3
Albert Hammond,1
Spinal Tap,48
Kansas,2
Nick Drake,216
Darondo,8
Memoryhouse,1
Larry Graham & Graham Central Station,1
Quindon Tarver,1
Madvillain,3
Kaytranada,1
Chairlift,2
Richard Lloyd,1
Half Man Half Biscuit,2
Summer Camp,2
Radical Face,14
Magazine,1
Moderat,55
Corinne Bailey Rae,1
Big Daddy/Dr. King Schultz,1
Office,50
The Delfonics,7
Kelley Stoltz,1
Charlie Sexton,1
Midlake,1
Mundy,6
Mr. Scruff,1
Pat Benatar,2
Roop Kumar Rathod,1
Santana,1
Rick James,11
Hauer,1
Billie Marten,1
Scapegoat Wax,1
Mark McGuire,1
Bratmobile,1
Kate Bush,43
Diamond Rugs,1
Bonde do Role,79
Boney M.,3
Half Japanese,2
of Montreal,252
HMLTD,1
Paul Revere & The Raiders,2
Pixies,1090
Dark Sky,1
Aerosmith,29
Small Black,1
The Boy Least Likely To,51
Lack of Afro,1
Junior Boys,8
Fidlar,1
Gloria Jones,4
Public Service Broadcasting,8
Stealing Sheep,2
Earth Wind & Fire (with The Emotions),7
Zero 7,77
Prefuse 73,1
Jason Lee,10
Orgy,1
Beach Fossils,1
The Coasters,2
Carter Burwell,3
Pedro the Lion,1
Love And Rockets,1
Aged in Harmony,1
Box Car Racer,14
Cynthia Langston & the Gospel Queens,1
Simple Minds,4
Mystery Jets,1
MO*HO*BISH*O*PI,3
Silverchair,59
Baby Charles,6
New Young Pony Club,2
Cornelius,1
Scarlett Johansson,12
Mick Ronson,3
Billy Joel,2
TNGHT (Hudson Mohawke x Lunice),3
Ian Brown,17
Incredible Bongo Band,4
The Supremes,5
Death Grips,4
Dr. John,16
Pras,1
Mattiel,1
Fenne Lily,3
MxPx,3
Marty McFly with The Starlighters,2
The Breeders,150
Fleet Foxes,79
Curtis Harding,2
Anita Ward,1
Melanie,1
Gang Starr,1
Stormzy,9
The Monkees,1
Patton Oswalt,3
Jayda G,3
Glass Animals,1
Chromatics,1
Kano,2
Ólafur Arnalds,2
Cold War Kids,50
Sly & The Family Stone,183
Shuggie Otis,26
Frank Ocean,14
Killer Mike,1
Simon & Garfunkel,54
Agent Orange,2
Allah-Las,2
Regina Spektor,162
The Mar-Keys,2
Sia,2
Florence + the Machine,128
KNOWER,2
Darrell Banks,4
Tall Heights,1
Goldfinger,5
Hannibal Buress,56
Anthony Hamilton & Elayna Boynton,1
Fela Kuti,2
Parquet Courts,8
Frank Sinatra,6
Band of Horses,13
G-Unit,1
Mark Ronson & The Business Intl,1
Ruth Copeland,2
The Langley Schools Music Project,1
Kneecap,6
Jürgen Paape,4
Dr. Dre,32
