Artist,PlayCount,
Freak Power,1
Nid & Sancy,1
Dr Dre,2
Stereolab,61
The Nighthawks,1
The Jam,66
The Knack,2
Toots and The Maytals,22
MC Price And DJ Trouble,1
Father John Misty,127
The Film Score Orchestra,1
The (International) Noise Conspiracy,1
The Units,1
Cymande,1
Lisa Hannigan,158
Sheila Anthony,1
How to Dress Well,1
The Brian Jonestown Massacre,3
Marcey Yates,1
Goldie,2
Althea And Donna,1
Peter Frampton,2
THEESatisfaction,1
Huey Lewis & The News,6
Cat Power,30
Tsunami Bomb,1
the Dynells,3
Geto Boys,1
RJD2,1
The Fuzz,1
The Future Kings of Spain,5
Willy Mason,5
RJ Malcolm,1
Jeff Foxworthy,1
Bobcat Goldthwait,1
Eels,74
Thee Michelle Gun Elephant,82
The Vandellas,5
The Bar-Kays,2
The New Pornographers,45
Sweet Trio,1
Grandmaster Flash,10
Erick Sermon,1
Anna Burch,1
Pins,1
Nick Cave & The Bad Seeds,39
Daryl Hall & John Oates,1
Blood Orange,3
Danny Elfman,1
Jetplane Landing,6
George Fitzgerald,1
Orcas,1
Lankum,11
PENPALS,1
The Cave Singers,1
Jarlath Regan,6
Dr. Dre - Tray Deee - Xzibit,2
Phantogram,2
Big Star,3
Jim Noir,134
M. Ward,5
Shaggy,1
Otis Redding,258
The Waitresses,1
Frankie Cosmos,2
Mono,3
Dan Deacon,114
Sunset Rubdown,7
Pennywise,11
The La's,21
Sunflower Bean,7
Graham Nash,4
James Clarke Five,1
The QI Elves,86
Bruce Springsteen,56
EPMD,1
Eddy Current Suppression Ring,2
STRFKR,2
Eddy Grant,3
Paul Dianno (ex-Iron Maiden),1
The Byrds,10
The Bonzo Dog Band,1
Low,2
Joe Tex,1
BabyShamles,11
Foreigner,1
Malcolm McLaren,1
Of Monsters and Men,13
David Axelrod,1
The Redneck Manifesto,12
Sloan,2
Dinosaur Jr.,118
Eddie Floyd,2
Slagsmålsklubben,31
Sixpence None the Richer,1
Bully,1
Mount Eerie,1
NOFX,284
Bootsy Collins,14
Major Harris,1
Jean Deaux,3
Henry Rollins,1
Traams,2
Total Science ft. Conrad,1
The Wire,2
Soul Coughing,2
Jerry Goldsmith featuring Pat Metheny,1
Dan Le Sac,2
Mitch Hedberg,128
Blake Mills,1
Albert Hammond Jr.,1
Adam and Joe Podcast,1
The Nerves,1
Jakatta,1
Ed Sheeran,1
Baauer,2
Three Degrees,1
Ancorman,1
Manic Street Preachers,928
The Budos Band,14
The English Beat,63
Das EFX,16
Chaka Khan,2
Andrew Lloyd Webber,1
Jimothy Lacoste,4
The Lemon Twigs,1
Orange Juice,1
Walter Murphy,1
Public Image Ltd.,2
Falco,1
Aphex Twin,102
Billy Paul,1
Samiam,2
Anna Calvi,7
Joe Lynn Turner,1
Cloud Nothings,4
El Rego,1
Crystal Castles,195
Elvis Costello,12
Jawbreaker,8
Bone Thugs-N-Harmony,1
Radiohead & Ben Folds Five,1
DJ Hell,1
Booker T. & the M.G.s,8
Say Sue Me,1
The Faint,1
Ada,1
Bernard Herrmann,2
Paul Simon,130
Tom Green,4
Mr Oizo,4
This American Life,17
Port O'Brien,2
The Cleaners From Venus,1
The Cult,5
Gustav Holst,1
Ween,12
Ladyhawke,8
Ken Laszlo,1
Cat Stevens,36
The 2 Bears,1
Patti Smith Group,3
Timber Timbre,2
Chocolate Milk,1
Kubb,2
Dr. Dog,1
Bell X1,21
The Undertones,5
Miles Fisher,1
The Fiery Furnaces,3
Jello Biafra with the Melvins,15
Maceo And The Macks,2
K.Flay,1
Wavves,2
Final Fantasy,46
Bobby Garrett,3
Harry,4
The Pogues,74
Cautious Clay,1
Infadels,2
Cut Chemist Meets Shortkut,49
The Russian Futurists,48
Foster the People,1
Googie Rene,2
The Drifters,4
Harry Connick Jr.,1
The Sea and Cake,2
Girl Ray,1
Antony & the Johnsons,1
The Flaming Lips,393
John Holt,2
The Velvet Underground,82
Cutty Ranks,3
Ben Kweller,194
Eddie Izzard,400
Rival Schools,33
Mott the Hoople,3
Yvonne Baker,1
Death from Above 1979,12
The Only Ones,22
Benny Sings,1
Mark Lanagan & Duke Garwood,1
Foghat,23
Delays,1
Camille,1
The Unseen Guest,1
Ex Hex,7
Beach Boys,2
Superdrag,3
Lower Dens,1
The View,14
Savages,3
Sink Ya Teeth,1
JAY Z,2
The Village Callers,1
Osymyso,1
New Order,170
Mexrrissey,1
Booker T. & The M.G.'s,1
Dr. Dre - Kurupt - Nate Dogg - Six Two,1
Vulfpeck,36
Alabama 3,2
Starlight Vocal Band,3
Rita & The Tiaras,1
Django Django,94
Leonard Rosenman,1
Sugarman Three & Co.,1
Angel Olsen,21
Deftones,29
Albert King,3
Joey Bada$$,1
Rage Against the Machine & Tool,3
Yuck,6
kc accidental,2
Kenny Wells,1
King Kong Company,4
Audioslave,29
Beyoncé,9
Transplants,7
Ozzy Osbourne,5
Fugazi,42
Brittany Howard,1
Ennio Morricone,18
CGP Grey & Brady Haran,64
The Milk Carton Kids,5
Gipsy Kings,5
Jungle,1
Leonard Nimoy,3
Commodores,10
Le Galaxie,7
Cult of Youth,1
Toto,4
The BPA,1
Tim Buckley,5
Tim Timebomb,1
Moow,1
Big Country,28
Weather Report,9
Young Wonder,105
Mr. Bungle,79
Junior Byles,2
Solar Bears,1
+44,7
The Verve,7
The Spinners,5
The Pastels,1
99% Invisible,1
L'indécis,1
Sister Sledge,2
Crossen Ray Jr.,3
Thee Oh Sees,4
The Birthday Party,1
Zapp,2
Tiggs Da Author,1
King Gizzard & The Lizard Wizard,5
BROCKHAMPTON,2
Castways,3
Dylan Moran,3
Wayne Talbot and Simon Fitzgerald,1
Lee Dorsey,6
Vouges,1
Sense Field,1
Mariachi El Bronx,1
Free Blood,2
Cookin' On 3 Burners,1
The Chambers Brothers,4
Philip Selway,1
Clarence Reid,1
Virgin Prunes,3
John Lee Hooker,25
The Robins,2
Wet Cookies,1
Therapy?,37
Alkaline Trio,9
Gogol Bordello,81
Chicago Public Media,13
Bright Eyes,12
The Loops of Fury,1
Jello Biafra With D.O.A.,12
Cryonic,5
Talking Heads,464
NPR,2
The Killers,10
Zwan,1
King Crimson,44
Dum Dum Girls,1
Lil Nas X,1
Royal Yellow,1
Antibalas,1
Out Hud,1
Sam Spiegel,1
Rage Against the Machine,136
Hercules and Love Affair,32
Sweet Vandals,2
Yeah Yeah Yeahs,683
Descendents,3
Atari Teenage Riot,14
Golden Earring,6
Movie Sounds Unlimited,1
Supergrass,21
Limp Bizkit,4
Angel Haze,3
Prince & The Revolution,8
King Tuff,2
Bo Diddley,3
Queen of Japan,1
Guns 'n Roses & Elton John,1
Bat for Lashes,36
The Lemonheads,685
Missy Elliott,4
Radiant Children,1
Injury Reserve,2
Link Wray,1
Sylvester,1
Estelle,1
James Dean Bradfield,69
East India Youth,3
Brand Nubian,1
Suede,12
The Moldy Peaches,36
Weezer,432
The Watts 103rd. Street Rhythm Band,1
Róisín Murphy,33
Pulp,149
Tacocat,2
Låpsley,1
KOKOKO!,2
Paddy Casey,2
Kokolo,1
Casting to OmNomNomCast,19
Sponge,6
Willie Bobo,1
Goo Goo Dolls,4
Gruff Rhys/Andy Votel,2
Bearsuit,1
Tower of Power,1
Iceage,4
Odetta,3
Zig & Zag,41
Probot,1
Kool &The Gang,1
Dwight Trible,1
Asian Dub Foundation,2
Don Caballero,16
Blue Oyster Cult,1
Jim Carey,1
British Sea Power,862
The Soundtrack Studio Stars,1
Chasing Abbey,2
Tami Lynn,1
N*E*R*D,7
Stoat,11
Kid Koala,4
Dead Boys,2
That Petrol Emotion,1
Jeremy Steig,1
Ila Vann,1
Otis Day & The Knights,5
Dexys Midnight Runners,1
The Simpsons,1
The Yardbirds,57
A Giant Dog,1
Dr. Evil and Mini Me,2
Bush Tetras,1
Kodaline,2
Tobacco,2
King Princess,1
Hot Chip,175
The Smiths,747
New York Dolls,14
Marvin Gaye,171
Disclosure,32
Barbara Lynn,1
Patrick Watson,1
Big Daddy Kane,1
Tiffany,1
Carly Simon,3
Crookers,1
Randy Crawford,1
The Streets Vs. Bloc Party,3
Jimmy Page,1
Buddy Holly,2
The Slits,4
Buzzcocks,9
Bobby Wilson,1
The Mavericks,1
James Ray,1
Crome Yellow,1
Rolling Stones,38
13th Floor Elevators,4
Smash Mouth,2
Will Butler vs The Knocks,1
Talulah Does The Hula,2
Jackson Browne,4
Totally Enormous Extinct Dinosaurs,38
Jack White,17
Kaoru Watanabe,2
James Murphy & Pat Mahoney,48
The Datsuns,14
Parliament,192
Black Eyed Peas,2
Dana Fuchs,4
They Live,1
The Get Up Kids,8
Brenda Holloway,1
Polaris,2
2 Unlimited,1
Desert Noises,1
Television,75
Mötley Crüe,2
Cage the Elephant,1
Sultans Of Ping F.C.,38
Erase Errata,1
Buddy Rich Big Band,1
Harold Melvin & The Blue Notes,4
Elliott Smith,75
Japandroids,10
Papa Roach,1
Roddy Woomble,1
The Carters,25
Junior Murvin,2
Museum of Love,1
Richard & Linda Thompson,2
The Fratellis,2
Sweet,2
Booker T & The MG's,2
The Mamas & the Papas,4
Niamh Kavanagh,3
PJ Harvey,153
Pretty Girls Make Graves,2
My Bloody Valentine,118
Gil Scott-Heron and Jamie xx,2
Israel Kamakawiwo'ole,1
Songhoy Blues,7
Ghostpoet,12
Anjimile,2
Zack De La Rocha,2
Rod Stewart,2
James Hunter,1
Girls Aloud,2
Okkervil River,12
The Whispers,4
Stiff Little Fingers,67
YOURCODENAMEIS:MILO,1
Fairport Convention,5
Nena,1
Giorgio Moroder,1
Talk Talk,46
John Jefferson,1
The Libertines,226
CERYS  MATTHEWS,11
Surgeon,1
Wilco,20
Face to Face,1
Versatile,5
Kashmere Stage Band,3
The Five Stairsteps,4
Lipps Inc.,12
The Flaming Lips with Neon Indian,4
Rush,8
Preoccupations,69
Cracker,1
Black Lips,4
The Black Keys,149
Majestique,1
Grateful Dead,24
Chaos Chaos,3
The Postal Service,15
Gin Blossoms,3
Iron Maiden,4
The Bluetones,4
Billy Connolly,86
David Byrne,33
Frank Zappa and The Mothers,4
Angie McMahon,2
Girls At Our Best!,1
Digital Mystikz,1
Isaac Hayes,50
Ricky Nelson,5
The Rubberbandits,198
Mouse on Mars,9
Temples,1
Tracy Gallagher,3
Howlin' Wolf,1
The Marvelettes,1
Falcons,1
Joan Baez,14
Anomalie,1
The White Stripes,132
Siouxsie and the Banshees,4
[T]ekel,1
The Raspberries,1
The Blind Boys Of Alabama,23
Lenny Williams,1
Black Flag,14
Phosphorescent,5
Lenny Bruce,4
Kerbdog,35
Melba Moore,3
Mr.T,3
Rodríguez,1
D.I.M. & Tai,1
Snail Mail,2
Kevin Krauter,2
Rolling Blackouts Coastal Fever,1
Genesis,1
Warren Zevon,6
Blonde Redhead,136
Marcia Griffiths,1
Bill Haley & His Comets,1
Kristin Chenoweth,5
Vance Joy,8
Lovage,1
Ted Leo and the Pharmacists,2
EmpireMagazine,1
Priests,1
Elmore James,1
Tropical Fuck Storm,2
Enon,2
Acid Granny,2
Linval Thompson,3
Dan Harmon and Jeff Davis,541
Alfie Templeman,1
The Kingsmen,2
The Walker Brothers,1
Linda Jones,1
Fujiya & Miyagi,14
William Shatner,13
The Sugarhill Gang,1
Boston,3
R.E.M.,216
M. Newbury,1
The Glimmers,2
Funkadelic,508
Winterbrief,2
Real Estate,8
David Gray,4
Jeans Team,1
Rufus Thomas,2
John Coltane,1
John Talabot,3
Tune-Yards,4
The Dave Brubeck Quartet,2
Little Richard,2
Warren G,16
...And You Will Know Us by the Trail of Dead,5
Clu,2
Bryan Ferry,1
Doris Day,1
Fake Blood,1
IDER,1
Swearin',97
Wu-Tang Clan,1
Dane Cook,103
B-52's,1
Run Tingz Crew,1
The Mops,19
Junior Brother,4
Babyshambles & Friends,4
Richard Hawley,3
The Human League,1
Sly,1
Songs: Ohia,2
The Horrors,7
Rancid,85
Christian Death,1
Edwin Starr,2
Jethro Tull,5
Jacques Dutronc,1
dEUS,2
The Soul Brothers Six,4
Breakwater,2
Diana Krall,3
Charles Bradley,354
The Others,1
The Animals,12
Alexander,1
Boys Noize,32
High Contrast,2
Barry Adamson,1
Kimya Dawson & Antsy Pants,1
Deee-Lite,3
Stevie Nicks,1
Arcade Fire,1898
DO'D,19
Peace,1
Battles,596
Damien Dempsey,1
J.J. Cale,1
Bag Raiders,1
Sebadoh,12
Bloodhound Gang,11
John Mayall's Bluesbreakers,1
Danger Mouse,2
We Are Scientists,34
Built to Spill,43
Yo La Tengo,94
Acid Casuals,8
Zombie Nation,1
Mtume,2
Jarvis @ newestmp3s,2
Spirit,1
Rick Derringer,1
Wild Cherry,3
Betty Davis,5
Echo Lake,1
Rhye,2
The Ataris,26
Blockhead,1
Honeyblood,5
Labi Siffre,2
Riz Ortolani,1
Tiger Trap,1
Common,1
Alexandre Desplat,1
JJ72,11
Tracy Chapman,2
Daughtrey Sheriff Bill Sharp,1
The Most Serene Republic,12
Mike Birbiglia,1
Eric Clapton,30
Perfume Genius,17
Twennynine,2
Edwyn Collins,2
Jenny Lewis,1
Freddie King,1
Better Than Ezra,1
Mac DeMarco,5
Purple Disco Machine,10
Speedometer,10
The Staves,12
The Revolutionaries,2
Hal,6
Future Islands,3
Little Archie,3
The First Edition,2
Conor Walsh,1
Fiona Apple,10
Shack,1
Naomi Shelton & the Gospel Queens,7
Woody Allen,109
Everclear,3
Ben Folds,3
Lars Frederiksen and the Bastards,7
Gabriel Femi,1
Liam Bailey,1
Fountains of Wayne,1
Creedence Clearwater Revival,288
Domaje,1
<Unknown>,1
Jesus and Mary Chain,5
Luke Sital-Singh,2
Warlords of Pez,145
Sinéad O'Connor,3
Negative Nancys,2
Traffic,1
Naht,1
Starship,1
The Flirtations,1
Carl Reiner,1
Spiritualized,8
Black Oar Arkansas,2
OutKast,30
Dion & The Belmonts,1
Camper Van Beethoven,1
Mirah,1
Alan Wass,2
Antibalas Afrobeat Orchestra,1
King Khan And The Shrines,1
The Strokes,140
Herb Alpert and the Tijuana Brass,1
Max Tundra,1
The Jesus Lizard,30
Charlotte Adigéry,2
Peggy Simms,1
Rory Gallagher,111
SAMUEL L. JACKSON And ROBERT DENIRO,1
Radiohead,670
Tom Petty,13
Q-Tip,1
Jay Som,4
Cypress Hill & Redman,1
Mars Volta,3
After All,1
Morcheeba,1
Katy Perry,1
Greg Giraldo,2
Manu Chao,13
Just Mustard,15
Mongo Santamaria,1
The Murder Capital,1
The Stone Roses,401
The Tenth,6
Jacques Greene,1
Kelis,1
Soul II Soul,1
Charles Bradley (feat. Menahan Street Band),4
McCoy Tyner,1
Bill Bryson,85
Guns N' Roses,6
White Hinterland,7
Ladytron,1
Something Happens,7
Feist,95
Karen O and the Kids,7
Boxed In,1
Lady Wray,1
Idlewild,29
Jimmy Eat World,81
Kurt Cobain,1
The Knife,49
Jon Hopkins,3
Black Joe Lewis & The Honeybears,2
Lee Scatch Perry,4
Donny Hathaway,27
Dr. King Schultz/Django,2
Foo Fighters (feat. Kurt Cobain),1
Wye Oak,4
Boogaloo Investigators,1
Morrissey,355
Something Corporate,1
The Distillers,10
Shivaree,1
Chic,32
Yes,4
Beardyman feat. Foreign Beggars,3
Louis Armstrong,4
Sharon Jones & The Dap-Kings,16
Kraftwerk,45
Joe Bataan,1
Chris Isaak,1
Neil Young,187
Life Without Buildings,1
Rilo Kiley,4
Streetlab & Eamon Harkin,2
T-Rex,2
Amen Dunes,3
Babeheaven,2
Edwin McCain,1
A.C. Newman,1
Radio Active,4
Third Eye Blind,20
Dirty Projectors,11
N.E.R.D,1
Shamir,63
Shellac,1
Jackie Moore,1
Pomplamoose,21
Percy Sledge,5
Gary Clark Jr.,3
Bomba Estéreo,1
Nancy Sinatra,2
Fad Gadget,1
Sofi Tukker,6
Vicarious Bliss,1
The J.B.'s,2
Salt 'N Pepa; The Stooges,1
Blackalicious,3
Daughter,1
Everything Everything,52
Letters to Cleo,2
Nerdist Industries,4
Kula Shaker,17
Andrea Bocelli,1
The Dodos,1
Lily Allen,3
Metronomy,18
Gareth Reynolds,15
Mobb Deep,2
Static-X,1
Ben Folds Five,203
Adebisi Shank,3
Kojaque,8
BeardyMan,63
Thelonious Monk,6
The Easybeats,1
The Damned,4
TVam,2
Change,1
The Notwist,1
Laura Vane And The Vipertones,1
Eric Whitacre,1
The Whitest Boy Alive,2
Foals,11
T. Rex,22
Imperial Mammoth,1
Barbara Manning,1
Beastie Boys,422
Santa Esmeralda,8
The Barden Bellas,1
Thundercat,35
Woody Guthrie,2
Eagles,2
Tilly & The  Wall,10
The Kills,71
Kurt Vile,3
Dialogue,5
Charli XCX,2
Jeff Russo,1
Captain Beefheart & His Magic Band,129
Spandau Ballet,2
Gordon James,2
Two Door Cinema Club,1
Al Lerner,1
Luis Bacalov & Edda Dell'Orso,1
Buffalo Daughter,1
Binky Griptite & The Mellomatics,3
Supertramp,5
Richard Thompson,3
Outkast with Erykah Badu,1
The Scratch,4
Anna St. Louis,2
Johnny Thunders,1
Armani White,1
Alvvays,4
Crosby Stills & Nash,39
Cameo,3
The Unsuspecting Public,1
Camel,1
Yma Sumac,2
The Blossoms,2
Yumi Zouma,1
The Magnetic Fields,4
Harvey Danger,3
Young Knives,424
Roy Head & The Traits,2
Lyra,1
MGMT,57
One Way,2
The Commitments,16
Trent Reznor,1
We Were Promised Jetpacks,1
King Missile,2
Handsome Boy Modeling School,5
Miami Horror,1
Christy Moore,53
Young Marble Giants,1
Bitch Falcon,13
Big Shaq,2
The Pot Head,1
The Last Shadow Puppets,2
Example,79
Jai Paul,1
Light Year,2
Dengue Fever,2
Piano Aux Champs Elysées,4
Wild Beasts,12
Pussy Riot,3
Doris Troy,5
William Onyeabor,3
DIIV,4
Stereophonics,45
Tortoise,2
Lionel Richie,1
Air,76
Jamie Lidell,6
Diana Ross,1
Pat Shortt,1
The Champs,2
Drumkan,7
The All-American Rejects,3
Franz Ferdinand,12
Morning Theft,1
Be Your Own Pet,2
Robyn,27
Slove,31
Canned Heat,6
The Replacements,27
Desmond Dekker,7
The Invitations,1
KRS-One,3
Flying Lotus,9
The Frank and Walters,16
Denis Leary,1
Dashboard Confessional,4
Tammi Terrell,1
Damon Albarn,3
Lee Scratch Perry & The Upsetters,12
Damien Jurado,10
The Peep Tempel,1
Through & Through,1
Kevin Smith & Scott Mosier,3
Skream,4
Wiley,1
Traveling Wilburys,30
Skinny Puppy,1
Future Kings Of Spain,3
Norah Jones,1
Funk,5
Boy,1
Raphael Saadiq,3
Iggy & The Stooges,2
Protomartyr,4
Grand Funk Railroad,2
Led Zeppelin,310
Apparat,1
Swan Lake,1
Girl Band,67
Danny Brown,6
The Proclaimers,1
Gossip,6
Placebo,75
The Black Ghosts,3
Tenacious D,12
Chet Faker,1
The Strypes,1
Part Time,5
Auf Der Maur,13
Joanna Gruesome,1
Love Affair,1
Frank Black,704
Pink Floyd,136
The Muffs,2
Mick Jagger,1
Joe Strummer and the Mescaleros,1
The Donnas,5
Beady Eye,1
Buddy Rich,2
Pond,1
Grizzly Bear,40
Lenny Kravitz,4
Throwing Muses,3
James Brown & 2Pac,1
Depeche Mode,17
Joe Dolan,1
Billy Ocean,30
Dutch Uncles,4
Booker T. Jones,2
Passion Pit,55
Jane's Addiction,8
Billy Preston,2
Clive And Naomi,1
John Oliver and Andy Zaltzman,70
Josh Pyke,1
Pete Shelley,1
Wild Nothing,2
Acid_Casuals,2
Fall Out,1
Fight Like Apes,44
Republica,1
Anderson .Paak,2
Jagwar Ma,2
Morphine,1
Todd Barry,2
Faith No More,113
Misfits,2
Motörhead,1
Sergei Baronin,1
Dick Dale and His Del-Tones,1
Moby,5
Rubblebucket,1
Drenge,3
The Gap Band,2
Wolfgang Amadeus Mozart,2
The Chords,1
Awkwafina,33
Stevie Wonder,184
Tony Bennett,1
Archers of Loaf,7
Robert Vanderwiel,1
Petite Noir,2
B.B. King & Eric Clapton,5
The Spencer Davis Group,3
Merchandise,1
Bicep,1
Hello Internet,3
Sister Nancy,1
Orbital,6
Staff Benda Bilili,15
Underworld,7
The Gossip,70
Koяn,46
Semisonic,38
Donnie Trumpet & The Social Experiment,1
Ramones,32
John Carpenter,4
Chris Cornell,1
Ol' Dirty Bastard,9
Yeasayer,12
Crash and the Boys,2
Brother Dege,2
Diploma,1
Nine Inch Nails,7
Mormor,1
Fleetwood Mac,31
The Electric Soft Parade,10
Today FM,7
The Family Crest,1
Louis XIV,1
Jet,5
AB,1
Sean Kingston,2
Homeshake,3
Dan Le Sac vs Scroobius Pip,39
nerdist,26
Mudvayne,3
Grandmaster Flash & The Furious Five,13
Sebastian,1
Loyle Carner,5
John Martyn,1
Car Seat Headrest,15
The Who,160
The Stoats,3
Minutemen,82
Bee,2
George Benson,2
Betty Harris,1
Manfred Mann Chapter Three,2
Carl Carlton,2
The All Seeing I,2
George Carlin,218
Randy Newman,1
Modeselektor,197
The Smartest Man in the World,2
Nana Grizol,3
St Francis Hotel,1
Ashlee Simpson,1
Dizolve,3
Vondelpark,1
Toasted Heretic,2
Jimi Hendrix Experience,1
Self,1
My Favorite,1
Bob Marley & The Wailers,19
Delta 5,1
The Futureheads,63
Chilly Gonzales,1
Gavin James,1
Startalk radio,2
Ludwig van Beethoven,2
Pigs Pigs Pigs Pigs Pigs Pigs Pigs,1
Razorlight,2
Mew,170
R.L. Burnside,2
Sleigh Bells,12
Second Captains @ The Irish Times,1
Dirty Gold,1
Lee Fields & The Expressions,8
Dodgy,1
Odyssey,1
Gram Parsons,1
Open Mike Eagle,1
Judy Stone,1
Joni Mitchell,50
Bodega,2
The Beatles,677
Benny Goodman & His Orchestra,1
Little Majorette,1
Al Green,125
Ariana Grande,2
2 Many DJ's,227
The Detroit Emeralds,2
Housse de Racket,1
Jerry Reed,1
Get Cape. Wear Cape. Fly,3
Barbara Mills,1
The Sonics,6
SugarComa,2
FFS,1
Anemone,1
Dead or Alive,1
Foxygen,15
Blind Melon,22
10cc,3
The Frames,10
Tegan and Sara,1
Alabama Shakes,10
Ike Turner/Tina Turner,3
Graham Coxon,9
New Jackson,2
Lord Huron,1
Art Brut,270
Smokey Robinson & The Miracles,6
The National,73
The Disposable Heroes Of Hiphoprisy,3
Roy Orbison,1
Godspeed You Black Emperor!,1
The Dead Weather,37
Lindsey Buckingham,3
Stevie Ray Vaughan,2
Camera Obscura,28
Body Count,1
The Clash,283
The Cure,151
Boyo,1
Snow Patrol,5
Dolly Parton; Röyksopp,1
Sing Street,9
Fred Wesley & The J.B.'s,1
Mekons,2
Son House,2
America,8
Metallica,30
The Cardigans,1
Muddy Waters,65
Liam Gallagher,2
Pet Shop Boys,12
Iggy Pop,111
Right Said Fred,5
Wolfmother,50
Cassius,2
Cody ChesnuTT,6
Candi Staton,3
Peter Tosh,1
Barry Louis Polisar,2
Faithless,2
Pitbull,1
Tito Puente & Santana,1
The Rentals,1
Jeff Rosenstock,19
Johnny Clarke & The Aggrovators,3
LoneLady,2
Coldplay,2
Monty Python,6
The Band,44
Sum 41,4
Johnny Nash,1
Bombay Bicycle Club,21
Mountain,11
John Vanderslice,1
Gloria Gaynor,2
Boss Volenti,11
Kiko Bun,1
Amtrac,1
HAIM,38
My Morning Jacket,29
DJ Shadow & Cut Chemist,14
Nico,3
Charlie Parker,1
Mama Cass,2
Rocket from the Crypt,1
Taj Mahal,1
Jeff Beck Group,1
Tom Tom Club,1
Pigmeat Markham,1
Korn,16
Thin Lizzy,4
Ou Est Le Swimming Pool,10
Chrome Sparks,1
Blondie,12
Jim Morrison,49
Pete Townshend,1
James Vincent McMorrow,10
Gary Jules,2
Squeeze,10
The Automatic,8
White Lies,2
Gaz Coombes,2
Lucy Dacus,1
Jonathan Richman,2
Burial,30
Broken Bells,8
Bill Wyman,1
Lagwagon,2
Joan Jett,2
Gregory Alan Isakov,6
Bobby Bland,1
Ghostface Killah,3
Curtis Lee,3
Black Rebel Motorcycle Club,37
Archie Bronson Outfit,23
Norman Greenbaum,8
Outkast with Khujo Goodie,1
Kid606,1
Droogs,1
Vundabar,1
FEED,8
The Kissaway Trail,14
Clor,1
The Duckworth Lewis Method,44
Offspring,5
Emily Haines,8
The Notorious B.I.G.,25
The Police,1
Cate le Bon,3
Longpigs,6
The Stranglers,21
Bad Brains,1
Adrian Younge,1
Ann O'Day,6
Faye Webster,1
James Taylor Quartet,2
Afrojack,1
Felicia Michaels,1
Omar A Rodriguez-Lopez,5
Noah and the Whale,44
The Daktaris,6
Japanese Breakfast,1
Cherlene,3
The Vines,62
Marina & the Diamonds,30
Gemma Hayes,4
Don Thomas,1
Scientist,2
Jaco Pastorius,1
Mother Love Bone,16
Frank Zappa,925
JAY-Z,33
Scott Walker,4
Joseph Byrd,1
My Red Cell,2
Dismemberment Plan,2
Sammy Davis Jr.,2
Congo Natty,2
The Wonder Stuff,1
James Murphy,11
Horslips,4
George Clinton & the P-Funk All Stars,2
Free Kitten,12
Odd Future,1
The New Mastersounds,3
Brothers Johnson,3
Pato Banton,1
Grant Lee Buffalo,1
Kali Uchis,1
The Shadows,2
The Zutons,27
Sex Pistols,13
Solomon Burke,5
Clap Your Hands Say Yeah,70
Datarock,1
Pugwash,3
Original Music By Jonny Greenwood,4
O.C. Tolbert,3
Suburban Kids with Biblical Names,18
EVE 6,2
Holy Ghost!,27
Heroes in Hiding,5
Rob Base & DJ EZ Rock,1
Elvis Presley,16
Beirut,99
Whitefield Brothers,1
Valley Queen,1
Stephen Malkmus,73
Hot 8 Brass Band,35
Herbie Hancock,1
The Jimi Hendrix Experience,22
Lou Reed,96
Elton Motello,1
Director,1
Toro y Moi,1
Green Day,34
Khruangbin,4
Alice Russell,1
Ice Cube Dr. Dre & M.c. Ren,1
Dennis Brown,1
Steppenwolf,1
Miike Snow,2
Mungo Jerry,1
Robin Williams,38
Röyksopp,17
Etienne de Crécy,2
ALALA,2
The Murlocs,1
Howard Tate,1
Charles Wright,1
Blues Brothers,4
Lucy Rose,6
Pat Rick,1
Frank Black and the Catholics,76
Can,19
Boy Hits Car,1
Boards of Canada,6
Teenage Fanclub,22
London Grammar,74
Leyona,5
Moodymann,3
Ibibio Sound Machine,4
Marlena Shaw,5
Deep Purple,16
Dr. Dre - Snoop Dogg,1
Jeniferever,1
Darcy Clay,2
Princess Nokia,2
Kevin Morby,17
The Mirettes,3
Dressy Bessy,2
Jonathan Richman & The Modern Lovers,3
Karen O,3
Gwen McCrae,1
Stephen Malkmus and the Jicks,25
Lynyrd Skynyrd,6
Karen Elson,1
Suzanne Kraft,1
The Subways,3
Jonny Greenwood,14
Belle and Sebastian,426
David Lynch & Lykke Li,1
Maroon 5,1
White Virgins,1
MØ,11
MSTRKRFT,27
Robin Trower,1
Leon Haywood,1
Delorean,1
Neon Wolf,1
Johnny Cash,51
Slow Magic,1
Matthew Dear,12
Langhorne Slim,17
Theophilus London,1
A House,1
The Staple Singers,4
Felix Da Housecat; Garbage,1
Babe Ruth,1
Oxford Collapse,11
The Smashing Pumpkins,301
Mikhael Paskalev,2
Lou Ragland,1
CSS,128
Big Audio Dynamite,1
Elvin Bishop,1
Slowdive,6
The Surfaris,3
Julie London,1
The Fearless Flyers,1
Tko,1
Dr. Dre - Eddie Griffin,1
Aesop Rock,1
Amyl and the Sniffers,3
Bob Marley & Guru,1
P.S. Eliot,2
Spike Milligan,1
Gotye,12
Jape,47
Satan,1
The Olympics,5
Dick Dale & The Del-Tones,2
Brass Construction,1
Natalie Merchant,1
Haley Bonar,1
Switchfoot,1
Lee David,1
Vampire Weekend,38
Outkast Featuring Janelle Monae,1
Lemonheads,1
Aretha Franklin,119
The Lively Ones,2
Chuck Wood,2
Aisha Tyler,30
Tinie Tempah,1
Sonic Youth,360
Circa Waves,2
Vex Red,1
Jack Black,1
Chris Rock,1
MUNYA,12
